Employee_ID,Age,Gender,Department,Job_Role,Education,Marital_Status,Monthly_Income,Salary_Band,Tenure_Years,Tenure_Band,Job_Satisfaction,Work_Life_Balance,Overtime,Distance_From_Home,Performance_Rating,Training_Times_Last_Year,Promotion_Last_2_Years,Attrition,Attrition_Flag
E0882,27,Male,Customer Support,Team Lead,Master,Married,54840,Medium,10,8+ Years,2,1,Yes,10,4,5,No,Yes,1
E0883,32,Male,Research & Development,Research Scientist,Master,Single,75001,High,1,0-1 Year,4,1,Yes,12,3,1,No,Yes,1
E0884,42,Male,Operations,Operations Executive,Bachelor,Married,43193,Medium,1,0-1 Year,3,2,No,19,3,0,No,No,0
E0885,23,Male,Sales,Regional Manager,Master,Married,44904,Medium,3,2-3 Years,1,3,Yes,11,3,4,Yes,No,0
E0886,36,Male,Sales,Sales Executive,Below College,Single,49507,Medium,0,0-1 Year,1,3,No,12,3,3,No,No,0
E0887,30,Male,Human Resources,Payroll Specialist,Below College,Single,28067,Low,0,0-1 Year,2,1,Yes,25,4,2,No,No,0
E0888,31,Male,Sales,Sales Representative,Master,Married,58093,Medium,7,4-7 Years,2,3,No,11,3,5,No,No,0
E0889,34,Female,Human Resources,HR Executive,Doctorate,Single,46829,Medium,1,0-1 Year,3,1,No,19,4,4,No,Yes,1
E0890,33,Female,Sales,Account Manager,Doctorate,Married,60742,Medium,2,2-3 Years,3,3,No,7,3,2,No,No,0
E0891,34,Female,Operations,Operations Manager,Bachelor,Single,64921,Medium,8,8+ Years,2,2,No,25,3,5,No,No,0
E0892,30,Male,Research & Development,Research Scientist,Bachelor,Married,71752,High,11,8+ Years,2,1,No,10,3,6,Yes,No,0
E0893,30,Female,Research & Development,Product Analyst,Below College,Married,61171,Medium,3,2-3 Years,3,2,No,3,3,0,No,No,0
E0894,31,Male,Research & Development,Product Analyst,Below College,Married,18137,Low,0,0-1 Year,2,4,No,24,4,0,No,Yes,1
E0895,39,Female,Customer Support,Team Lead,Below College,Divorced,68063,Medium,13,8+ Years,2,1,No,30,3,5,No,Yes,1
E0896,20,Female,Sales,Sales Representative,Master,Single,55893,Medium,2,2-3 Years,4,1,Yes,24,3,1,Yes,No,0
E0897,31,Male,Research & Development,Research Scientist,College,Married,59583,Medium,0,0-1 Year,3,3,No,24,3,6,No,No,0
E0898,43,Female,Research & Development,Product Analyst,Bachelor,Single,18000,Low,0,0-1 Year,4,4,No,26,3,6,No,Yes,1
E0899,26,Male,Research & Development,Product Analyst,Bachelor,Married,77159,High,11,8+ Years,2,3,No,24,3,3,Yes,No,0
E0900,30,Female,Sales,Regional Manager,Below College,Married,62281,Medium,16,8+ Years,3,2,Yes,11,4,5,No,Yes,1
E0901,25,Female,Research & Development,Lab Technician,Doctorate,Divorced,63813,Medium,8,8+ Years,2,2,Yes,27,3,0,No,No,0
E0902,33,Male,Sales,Sales Executive,Master,Single,86125,High,14,8+ Years,3,4,No,4,3,6,No,No,0
E0903,33,Male,Sales,Account Manager,Below College,Married,65374,Medium,22,8+ Years,4,2,Yes,27,3,6,Yes,No,0
E0904,31,Male,Human Resources,HR Executive,Below College,Single,45133,Medium,7,4-7 Years,2,1,No,27,3,0,Yes,No,0
E0905,41,Female,Sales,Regional Manager,Below College,Married,44603,Medium,2,2-3 Years,3,3,No,13,3,2,No,No,0
E0906,26,Female,Operations,Operations Executive,Below College,Divorced,48800,Medium,1,0-1 Year,4,1,No,14,3,4,No,No,0
E0907,34,Male,Research & Development,Product Analyst,Bachelor,Divorced,56412,Medium,1,0-1 Year,2,1,Yes,15,3,2,No,Yes,1
E0908,35,Male,Human Resources,Payroll Specialist,Doctorate,Married,53826,Medium,0,0-1 Year,1,4,Yes,3,3,3,No,No,0
E0909,33,Male,Finance,Financial Analyst,Below College,Married,68104,Medium,3,2-3 Years,4,3,Yes,28,3,2,No,No,0
E0910,34,Female,Sales,Regional Manager,Master,Married,68271,Medium,6,4-7 Years,2,4,No,2,3,1,No,Yes,1
E0911,37,Female,Customer Support,Support Executive,Doctorate,Married,50087,Medium,6,4-7 Years,1,4,No,16,3,5,No,No,0
E0912,42,Male,Sales,Regional Manager,College,Single,58621,Medium,6,4-7 Years,1,3,Yes,29,4,2,No,No,0
E0913,38,Female,Sales,Sales Representative,Below College,Married,50984,Medium,1,0-1 Year,3,3,No,16,3,6,No,Yes,1
E0914,29,Male,Research & Development,Lab Technician,College,Married,92939,High,2,2-3 Years,1,1,No,17,3,4,No,No,0
E0915,37,Female,Customer Support,Support Executive,Below College,Single,51999,Medium,3,2-3 Years,4,1,Yes,5,3,6,No,No,0
E0916,28,Female,Finance,Accountant,Bachelor,Single,50814,Medium,4,4-7 Years,3,4,No,2,4,0,No,No,0
E0917,33,Male,Research & Development,Lab Technician,Doctorate,Married,60140,Medium,4,4-7 Years,4,2,No,8,3,2,No,No,0
E0918,34,Female,Sales,Sales Representative,Master,Married,43239,Medium,1,0-1 Year,3,3,No,27,3,2,No,No,0
E0919,30,Female,Research & Development,Lab Technician,Bachelor,Single,68852,Medium,3,2-3 Years,1,3,No,21,3,2,No,No,0
E0920,30,Female,IT,System Admin,Bachelor,Married,98054,High,8,8+ Years,4,3,No,9,3,5,No,No,0
E0921,31,Female,Sales,Account Manager,Bachelor,Single,31251,Low,1,0-1 Year,2,1,No,24,4,2,No,No,0
E0922,28,Female,Sales,Regional Manager,Below College,Married,64682,Medium,6,4-7 Years,4,3,No,5,3,0,No,No,0
E0923,41,Male,Sales,Account Manager,Bachelor,Single,80318,High,23,8+ Years,3,4,No,7,3,3,No,No,0
E0924,43,Male,Sales,Sales Representative,Below College,Married,104856,High,25,8+ Years,1,3,Yes,4,3,2,Yes,No,0
E0925,37,Female,Customer Support,Customer Success Manager,College,Divorced,70200,High,18,8+ Years,3,4,No,8,3,4,No,No,0
E0926,34,Male,Sales,Account Manager,Master,Married,66085,Medium,16,8+ Years,1,2,No,3,3,4,No,Yes,1
E0927,20,Male,Research & Development,Product Analyst,Master,Single,42328,Medium,2,2-3 Years,2,3,Yes,14,3,4,No,No,0
E0928,43,Female,Operations,Process Lead,Doctorate,Single,85522,High,9,8+ Years,1,3,No,7,4,3,No,Yes,1
E0929,27,Male,Finance,Auditor,College,Single,56566,Medium,6,4-7 Years,4,2,No,26,3,1,No,No,0
E0930,45,Male,Research & Development,Product Analyst,Master,Single,62729,Medium,4,4-7 Years,1,4,No,23,4,3,No,No,0
E0931,27,Female,IT,Software Engineer,College,Married,78754,High,1,0-1 Year,3,4,No,6,3,6,No,No,0
E0932,25,Male,Customer Support,Team Lead,Bachelor,Single,48817,Medium,0,0-1 Year,1,1,No,9,3,2,No,No,0
E0933,34,Female,Customer Support,Support Executive,Master,Married,50035,Medium,3,2-3 Years,1,1,Yes,19,3,6,No,Yes,1
E0934,35,Male,IT,System Admin,Bachelor,Married,107259,High,1,0-1 Year,1,1,No,9,4,1,No,No,0
E0935,28,Male,Operations,Operations Manager,College,Single,57823,Medium,7,4-7 Years,2,3,No,17,4,4,No,Yes,1
E0936,43,Female,Customer Support,Support Executive,Master,Married,28604,Low,4,4-7 Years,2,4,Yes,6,4,5,No,Yes,1
E0937,20,Female,Sales,Account Manager,Bachelor,Married,55905,Medium,3,2-3 Years,4,4,No,21,4,2,No,No,0
E0938,41,Female,Human Resources,Payroll Specialist,Below College,Single,62136,Medium,0,0-1 Year,1,3,Yes,27,3,4,No,Yes,1
E0939,34,Male,Research & Development,Lab Technician,Master,Single,62502,Medium,7,4-7 Years,4,2,No,21,4,3,No,No,0
E0940,30,Male,Research & Development,Product Analyst,Master,Single,70485,High,0,0-1 Year,2,2,No,29,3,0,No,No,0
E0941,39,Male,Customer Support,Team Lead,Doctorate,Single,54364,Medium,8,8+ Years,1,4,No,3,3,1,No,Yes,1
E0942,22,Male,Research & Development,Research Scientist,Master,Single,64137,Medium,2,2-3 Years,4,3,No,20,3,2,Yes,No,0
E0943,28,Female,Research & Development,Research Scientist,College,Single,53877,Medium,6,4-7 Years,2,4,No,11,3,3,No,No,0
E0944,33,Female,Sales,Regional Manager,Doctorate,Married,53771,Medium,0,0-1 Year,2,2,Yes,14,3,3,No,Yes,1
E0945,36,Male,Research & Development,Lab Technician,Bachelor,Single,78222,High,9,8+ Years,4,1,Yes,8,3,1,No,No,0
E0946,45,Female,Finance,Finance Manager,Doctorate,Married,25781,Low,1,0-1 Year,3,3,No,17,3,5,No,No,0
E0947,34,Male,Operations,Operations Manager,College,Married,55159,Medium,3,2-3 Years,3,4,No,24,4,0,No,Yes,1
E0948,38,Male,Human Resources,Recruiter,Below College,Single,55741,Medium,11,8+ Years,3,4,No,24,3,4,No,No,0
E0949,20,Female,Operations,Operations Executive,Doctorate,Married,56515,Medium,0,0-1 Year,3,3,No,4,3,3,No,No,0
E0950,37,Male,Sales,Regional Manager,Master,Married,43803,Medium,4,4-7 Years,2,3,Yes,19,3,0,Yes,Yes,1
E0951,47,Female,Human Resources,HR Executive,Bachelor,Married,42627,Medium,5,4-7 Years,1,1,Yes,16,3,1,No,No,0
E0952,50,Female,Operations,Operations Executive,Bachelor,Married,57590,Medium,2,2-3 Years,1,1,Yes,20,3,1,No,No,0
E0953,37,Male,Finance,Financial Analyst,Below College,Married,44028,Medium,0,0-1 Year,3,2,No,21,4,4,No,No,0
E0954,27,Female,Research & Development,R&D Manager,Bachelor,Married,53374,Medium,8,8+ Years,3,3,No,21,4,3,No,No,0
E0955,36,Male,Sales,Regional Manager,Bachelor,Single,50885,Medium,0,0-1 Year,1,2,No,4,4,1,No,No,0
E0956,30,Male,Finance,Auditor,Bachelor,Single,67113,Medium,5,4-7 Years,3,2,No,29,3,0,No,Yes,1
E0957,20,Female,Research & Development,Product Analyst,Bachelor,Single,75886,High,2,2-3 Years,3,4,No,22,3,6,No,No,0
E0958,39,Male,Research & Development,Product Analyst,Bachelor,Married,50957,Medium,0,0-1 Year,4,3,Yes,30,3,1,No,No,0
E0959,32,Female,Customer Support,Team Lead,Doctorate,Single,52645,Medium,7,4-7 Years,2,2,No,5,3,5,No,No,0
E0960,20,Female,IT,System Admin,Master,Married,94459,High,3,2-3 Years,3,4,No,2,3,0,No,No,0
E0961,47,Male,IT,System Admin,College,Single,54517,Medium,1,0-1 Year,1,2,Yes,22,4,2,No,Yes,1
E0962,34,Female,IT,IT Manager,Doctorate,Married,71312,High,0,0-1 Year,3,4,Yes,1,3,5,No,Yes,1
E0963,39,Male,Operations,Process Lead,Master,Married,55362,Medium,5,4-7 Years,1,2,No,30,4,4,No,Yes,1
E0964,35,Male,Sales,Sales Representative,College,Married,44151,Medium,0,0-1 Year,3,2,No,22,3,2,No,Yes,1
E0965,30,Female,Research & Development,R&D Manager,College,Married,87605,High,3,2-3 Years,2,1,Yes,28,4,1,Yes,Yes,1
E0966,29,Female,Sales,Regional Manager,College,Single,73856,High,9,8+ Years,1,4,No,22,3,6,Yes,No,0
E0967,31,Female,Human Resources,HR Manager,Bachelor,Single,23647,Low,4,4-7 Years,1,1,No,6,3,1,No,No,0
E0968,36,Female,Sales,Regional Manager,College,Married,46469,Medium,8,8+ Years,4,2,No,6,3,5,No,No,0
E0969,25,Male,Customer Support,Team Lead,Bachelor,Divorced,33860,Low,1,0-1 Year,1,1,No,15,3,4,No,No,0
E0970,49,Female,Research & Development,Research Scientist,Below College,Single,55437,Medium,0,0-1 Year,1,2,No,16,3,4,No,No,0
E0971,31,Female,Customer Support,Customer Success Manager,Master,Divorced,58355,Medium,8,8+ Years,1,1,No,10,3,1,No,Yes,1
E0972,40,Male,IT,Data Analyst,Below College,Married,79451,High,1,0-1 Year,3,3,Yes,6,4,6,No,No,0
E0973,47,Female,Research & Development,Research Scientist,Below College,Married,59091,Medium,1,0-1 Year,2,1,Yes,8,3,2,No,No,0
E0974,48,Female,Customer Support,Customer Success Manager,Below College,Single,33333,Low,3,2-3 Years,3,1,No,29,3,0,No,Yes,1
E0975,44,Male,Sales,Sales Executive,College,Divorced,39710,Medium,0,0-1 Year,4,3,No,13,3,2,No,No,0
E0976,41,Female,Sales,Sales Representative,Master,Married,81681,High,6,4-7 Years,1,4,Yes,7,4,1,Yes,No,0
E0977,22,Male,Sales,Account Manager,Doctorate,Single,40952,Medium,3,2-3 Years,1,4,No,7,3,3,Yes,No,0
E0978,32,Female,Research & Development,R&D Manager,Doctorate,Married,105653,High,11,8+ Years,3,4,No,1,4,3,No,No,0
E0979,35,Female,Sales,Sales Representative,Below College,Married,92669,High,25,8+ Years,1,4,No,5,4,2,No,No,0
E0980,35,Male,Research & Development,R&D Manager,College,Single,82132,High,6,4-7 Years,3,3,No,14,3,4,No,No,0
E0981,44,Male,Research & Development,Lab Technician,Master,Married,45983,Medium,5,4-7 Years,3,4,No,2,3,3,No,Yes,1
E0982,20,Female,Human Resources,Recruiter,Master,Single,54568,Medium,0,0-1 Year,1,4,Yes,26,4,0,No,No,0
E0983,44,Male,Sales,Account Manager,Doctorate,Single,19367,Low,1,0-1 Year,4,2,No,1,4,5,No,No,0
E0984,43,Female,Finance,Accountant,College,Single,76069,High,3,2-3 Years,3,3,No,24,3,0,No,No,0
E0985,20,Male,Operations,Operations Manager,Bachelor,Single,20970,Low,0,0-1 Year,4,3,No,1,3,1,No,No,0
E0986,24,Male,Operations,Logistics Coordinator,Master,Married,41049,Medium,2,2-3 Years,4,2,Yes,29,3,0,No,No,0
E0987,32,Female,Research & Development,Research Scientist,College,Divorced,74271,High,11,8+ Years,1,2,Yes,15,3,5,Yes,No,0
E0988,34,Female,Research & Development,Lab Technician,Doctorate,Single,71482,High,1,0-1 Year,4,1,No,9,3,3,No,No,0
E0989,36,Female,Sales,Account Manager,College,Single,37084,Medium,4,4-7 Years,1,4,No,23,3,1,No,No,0
E0990,41,Female,Customer Support,Team Lead,Below College,Married,44818,Medium,1,0-1 Year,1,4,No,23,3,2,No,Yes,1
E0991,31,Male,IT,Software Engineer,College,Married,73273,High,8,8+ Years,1,2,Yes,7,4,1,Yes,Yes,1
E0992,25,Male,Sales,Sales Representative,Master,Single,73343,High,7,4-7 Years,4,2,No,23,3,1,No,No,0
E0993,35,Female,Sales,Sales Representative,Doctorate,Married,52071,Medium,0,0-1 Year,2,3,Yes,23,3,4,No,No,0
E0994,50,Female,Customer Support,Customer Success Manager,College,Single,33943,Low,0,0-1 Year,2,4,No,14,3,6,No,Yes,1
E0995,36,Female,IT,Software Engineer,Master,Divorced,98079,High,7,4-7 Years,1,1,No,26,3,0,No,Yes,1
E0996,38,Male,Research & Development,Lab Technician,Doctorate,Married,83561,High,10,8+ Years,2,1,No,17,4,4,No,No,0
E0997,31,Female,Sales,Account Manager,Below College,Married,50931,Medium,0,0-1 Year,2,2,No,26,4,5,No,No,0
E0998,33,Male,Research & Development,Research Scientist,Below College,Married,46745,Medium,0,0-1 Year,3,1,Yes,2,4,6,No,Yes,1
E0999,34,Female,Sales,Sales Representative,Doctorate,Single,29335,Low,4,4-7 Years,2,4,Yes,26,3,6,No,No,0
E1000,40,Female,Sales,Sales Representative,Master,Married,53205,Medium,5,4-7 Years,3,3,No,9,3,4,No,No,0
